YEAR_ID,MONTH_ID,SEQ,CUTOFF_DATE,BORROWER_COUNT,BORROWER_CODE_NAME,JOINT,LENDING UNIT,LG,Major Industry,Account/Loan Type,Customer Size,Development Lending Program,Location,Region,Account Class,Interest Rate,Interest Type,Type of Facility,Collateral Type,Collateral Type Description,Source,Loan Term,No. of Days-Loan Term,Past Due Date,Loan Status,Area Code,   NPL   ,   Sum of Sum of Approved Amount   ,   Sum of Sum of Collateral Amount   ,   Sum of Sum of Release Amount   ,   Sum of Sum of Booked Reserves   ,   Sum of Sum of Loan Portfolio   ,MONTH_YEAR,GDP,INFL,UNEMP,USD,Month Name,IS_NPL,Interest Rate Range
2024,12,21,12/31/2024,1,BORROWER_4358,BORROWER_4358-2024-12,BUTUAN LENDING CENTER,NMLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Small,Small,No Program,SURIGAO DEL NORTE,Caraga,SPECIALLY MENTIONED,7.7,Fixed,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1475,,CUR,PA,0.00,14000000.00,0.00,7000000.00,166488.08,3561764.71,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_4358,BORROWER_4358-2025-12,BUTUAN LENDING CENTER,NMLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Small,Small,No Program,SURIGAO DEL NORTE,Caraga,SPECIALLY MENTIONED,7.7,Fixed,TERM LOAN,Unsecured,(blank),DBP,Medium Term,178,,CUR,PA,0.00,24000000.00,27743000.00,16000000.00,919755.45,11112660.72,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_4359,BORROWER_4359-2022-12,DIGOS LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",Loans to Private Corp - Non Financial,Large,No Program,BULACAN,Central Luzon,SPECIALLY MENTIONED,6.8,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,148,,CUR,PA,0.00,500000000.00,0.00,50000000.00,2500000.00,50000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4359,BORROWER_4359-2023-12,DIGOS LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",Loans to Private Corp - Non Financial,Large,No Program,BULACAN,Central Luzon,SPECIALLY MENTIONED,8.6,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,148,5/26/2023,PDO,NPA,48842121.55,500000000.00,0.00,50000000.00,9543652.87,48842121.55,23-Dec,5.54,3.9,3.1,55.5877,DEC,1,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4359,BORROWER_4359-2024-12,DIGOS LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",Loans to Private Corp - Non Financial,Large,No Program,BULACAN,Central Luzon,SPECIALLY MENTIONED,8.6,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,148,5/26/2023,PDO,NPA,48842121.55,500000000.00,0.00,50000000.00,9543639.85,48842121.55,24-Dec,5.3,2.9,3.1,58.448,DEC,1,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4359,BORROWER_4359-2025-12,DIGOS LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",Loans to Private Corp - Non Financial,Large,No Program,BULACAN,Central Luzon,SPECIALLY MENTIONED,8.6,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,148,5/26/2023,PDO,NPA,48842121.55,500000000.00,0.00,50000000.00,9543639.85,48842121.55,2025-12,3,1.8,4.4,58.8488,DEC,1,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4360,BORROWER_4360-2022-12,TUGUEGARAO LENDING CENTER,NCLLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Medium,Medium,Medium and Other Business Enterprise Lending Program,KALINGA,Cordillera Administrative Region,SPECIALLY MENTIONED,6.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,,CUR,PA,0.00,20000000.00,79724000.00,5000000.00,0.00,5000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4360,BORROWER_4360-2023-12,TUGUEGARAO LENDING CENTER,NCLLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Medium,Medium,Medium and Other Business Enterprise Lending Program,KALINGA,Cordillera Administrative Region,SPECIALLY MENTIONED,8.6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,88,,CUR,PA,0.00,32940000.00,79724000.00,2610000.00,363628.10,2610000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4360,BORROWER_4360-2024-12,TUGUEGARAO LENDING CENTER,NCLLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Medium,Medium,Medium and Other Business Enterprise Lending Program,KALINGA,Cordillera Administrative Region,SPECIALLY MENTIONED,8,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,90,,CUR,PA,0.00,16470000.00,39862000.00,400000.00,0.00,400000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4360,BORROWER_4360-2025-12,TUGUEGARAO LENDING CENTER,NCLLG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,SME Loans - Medium,Medium,Medium and Other Business Enterprise Lending Program,KALINGA,Cordillera Administrative Region,SPECIALLY MENTIONED,7.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,88,,CUR,PA,0.00,10000000.00,39862000.00,4000000.00,0.00,4000000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_4361,BORROWER_4361-2025-12,TAGUM LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Assistance for Economic and Social Development for LGUs Financing Program,DAVAO DEL NORTE,Davao,PASS,6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0.00,11000000.00,0.00,1649000.00,0.00,1649000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4364,BORROWER_4364-2023-12,MALAYBALAY LENDING CENTER,NMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,BUKIDNON,Northern Mindanao,PASS,7.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1787,,CUR,PA,0.00,12000000.00,0.00,3500000.00,0.00,3150000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_4364,BORROWER_4364-2024-12,MALAYBALAY LENDING CENTER,NMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,BUKIDNON,Northern Mindanao,PASS,8,Variable,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1787,,CUR,PA,0.00,12000000.00,0.00,3500000.00,0.00,2450000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4364,BORROWER_4364-2025-12,MALAYBALAY LENDING CENTER,NMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,BUKIDNON,Northern Mindanao,PASS,9,Variable,TERM LOAN,Unsecured,(blank),DBP,Medium Term,1827,,CUR,PA,0.00,12000000.00,0.00,3500000.00,0.00,1750000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4365,BORROWER_4365-2022-12,MALOLOS LENDING CENTER,NCLLG,REAL ESTATE ACTIVITIES,Loans to Private Corp - Non Financial,Large,No Program,BATAAN,Central Luzon,SPECIALLY MENTIONED,6.2,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,5402,,CUR,PA,0.00,4600000000.00,308606760.00,1600000000.00,16000000.00,1600000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4365,BORROWER_4365-2023-12,MALOLOS LENDING CENTER,NCLLG,REAL ESTATE ACTIVITIES,Loans to Private Corp - Non Financial,Large,No Program,BATAAN,Central Luzon,SPECIALLY MENTIONED,9.2,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,5072,,CUR,PA,0.00,6900000000.00,462910140.00,2070000000.00,171382810.00,2070000000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4365,BORROWER_4365-2024-12,MALOLOS LENDING CENTER,NCLLG,REAL ESTATE ACTIVITIES,Loans to Private Corp - Non Financial,Large,No Program,BATAAN,Central Luzon,SPECIALLY MENTIONED,9.1,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,5072,,CUR,PA,0.00,6900000000.00,462910140.00,2070000000.00,171934200.00,2070000000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4365,BORROWER_4365-2025-12,MALOLOS LENDING CENTER,NCLLG,REAL ESTATE ACTIVITIES,Loans to Private Corp - Non Financial,Large,No Program,BATAAN,Central Luzon,SPECIALLY MENTIONED,8.7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,5072,,CUR,PA,0.00,6900000000.00,462910140.00,2070000000.00,0.00,2026875000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4366,BORROWER_4366-2022-12,LIPA LENDING CENTER,SLLG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Loans to Private Corp - Non Financial,Large,Strategic Healthcare Investments for Enhanced Lending and Development,RIZAL,Calabarzon,SPECIALLY MENTIONED,6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5355,,CUR,PA,0.00,2272000000.00,0.00,590800000.00,0.00,590800000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4366,BORROWER_4366-2023-12,LIPA LENDING CENTER,SLLG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Loans to Private Corp - Non Financial,Large,Strategic Healthcare Investments for Enhanced Lending and Development,RIZAL,Calabarzon,SPECIALLY MENTIONED,8.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5008,,CUR,PA,0.00,4544000000.00,0.00,990800000.00,0.00,990800000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4366,BORROWER_4366-2024-12,LIPA LENDING CENTER,SLLG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Loans to Private Corp - Non Financial,Large,Strategic Healthcare Investments for Enhanced Lending and Development,RIZAL,Calabarzon,SPECIALLY MENTIONED,8.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2319,,CUR,PA,0.00,5980000000.00,0.00,1088317030.00,0.00,1088317030.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4366,BORROWER_4366-2025-12,LIPA LENDING CENTER,SLLG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Loans to Private Corp - Non Financial,Large,Strategic Healthcare Investments for Enhanced Lending and Development,RIZAL,Calabarzon,SPECIALLY MENTIONED,8.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5008,,CUR,PA,0.00,7566000000.00,0.00,1211000000.00,73033773.23,1207551280.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4367,BORROWER_4367-2022-12,BUTUAN LENDING CENTER,NMLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,SURIGAO DEL NORTE,Caraga,PASS,6.5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,179,,CUR,PA,0.00,20000000.00,0.00,6990000.00,0.00,6990000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4367,BORROWER_4367-2023-12,BUTUAN LENDING CENTER,NMLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,SURIGAO DEL NORTE,Caraga,PASS,7.7,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,178,,CUR,PA,0.00,40000000.00,0.00,7000000.00,0.00,7000000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_4369,BORROWER_4369-2022-12,NAGA LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,CAMARINES SUR,Bicol,PASS,6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,98000000.00,0.00,88200000.00,0.00,88200000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4369,BORROWER_4369-2023-12,NAGA LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,CAMARINES SUR,Bicol,PASS,7.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3127,,CUR,PA,0.00,196000000.00,0.00,98000000.00,0.00,92555555.56,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_4369,BORROWER_4369-2024-12,NAGA LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,CAMARINES SUR,Bicol,PASS,7.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3127,,CUR,PA,0.00,196000000.00,0.00,98000000.00,0.00,87111111.12,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_4369,BORROWER_4369-2025-12,NAGA LENDING CENTER,SLLG,CONSTRUCTION,Loans to Private Corp - Non Financial,Large,Infrastructure Contractor Support Program,CAMARINES SUR,Bicol,PASS,8.8,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,196000000.00,0.00,98000000.00,3851202.57,70777777.80,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4370,BORROWER_4370-2022-12,CALAPAN LENDING CENTER,SLLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,No Program,ORIENTAL MINDORO,MIMAROPA,PASS,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2768,,CUR,PA,0.00,13000000.00,18352000.00,5850000.00,0.00,5850000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4370,BORROWER_4370-2023-12,CALAPAN LENDING CENTER,SLLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,No Program,ORIENTAL MINDORO,MIMAROPA,SPECIALLY MENTIONED,8.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2557,,CUR,PA,0.00,6500000.00,9176000.00,6500000.00,0.00,6200000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4370,BORROWER_4370-2024-12,CALAPAN LENDING CENTER,SLLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,No Program,ORIENTAL MINDORO,MIMAROPA,SPECIALLY MENTIONED,8.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2160,,CUR,PA,0.00,6500000.00,9176000.00,5780000.00,298061.48,5780000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4370,BORROWER_4370-2025-12,CALAPAN LENDING CENTER,SLLG,REAL ESTATE ACTIVITIES,SME Loans - Small,Small,No Program,ORIENTAL MINDORO,MIMAROPA,PASS,8.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2160,,CUR,PA,0.00,6500000.00,9176000.00,5780000.00,191466.34,5172500.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4371,BORROWER_4371-2022-12,CALAPAN LENDING CENTER,SLLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,50000000.00,0.00,40000000.00,0.00,40000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4371,BORROWER_4371-2023-12,CALAPAN LENDING CENTER,SLLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,7.6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,50000000.00,0.00,40000000.00,0.00,39600000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_4371,BORROWER_4371-2024-12,CALAPAN LENDING CENTER,SLLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,8.1,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,40000000.00,0.00,40000000.00,0.00,37200000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4371,BORROWER_4371-2025-12,CALAPAN LENDING CENTER,SLLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,OCCIDENTAL MINDORO,MIMAROPA,PASS,8.6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,40000000.00,0.00,40000000.00,0.00,32400000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4373,BORROWER_4373-2022-12,CEBU (SOUTH) LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,6,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,178,,CUR,PA,0.00,300000000.00,0.00,120000000.00,0.00,100000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4373,BORROWER_4373-2023-12,CEBU (SOUTH) LENDING CENTER,VLG,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Loans to Private Corp - Non Financial,Large,No Program,CEBU,Central Visayas,SPECIALLY MENTIONED,9,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,,CUR,PA,0.00,300000000.00,0.00,72000000.00,0.00,72000000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4374,BORROWER_4374-2022-12,LEGAZPI LENDING CENTER,SLLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to Private Corp - Non Financial,Medium,Sustainable Waste Management for Enhanced Environmental Protection Financing Program,MASBATE,Bicol,SPECIALLY MENTIONED,6.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,3653,,CUR,PA,0.00,163641000.00,0.00,73238570.00,0.00,71234595.23,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4374,BORROWER_4374-2023-12,LEGAZPI LENDING CENTER,SLLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to Private Corp - Non Financial,Medium,Sustainable Waste Management for Enhanced Environmental Protection Financing Program,MASBATE,Bicol,SPECIALLY MENTIONED,9,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1096,,CUR,PA,0.00,722866000.00,0.00,125140200.00,0.00,116635726.80,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4374,BORROWER_4374-2024-12,LEGAZPI LENDING CENTER,SLLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to Private Corp - Non Financial,Medium,Sustainable Waste Management for Enhanced Environmental Protection Financing Program,MASBATE,Bicol,PASS,9,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,609,,CUR,PA,0.00,725615000.00,0.00,117480219.10,0.00,108509550.80,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4374,BORROWER_4374-2025-12,LEGAZPI LENDING CENTER,SLLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to Private Corp - Non Financial,Medium,Sustainable Waste Management for Enhanced Environmental Protection Financing Program,MASBATE,Bicol,SPECIALLY MENTIONED,9,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,609,7/12/2025,PDO,NPA,99690602.29,725615000.00,0.00,117480219.10,7752571.54,99690602.29,2025-12,3,1.8,4.4,58.8488,DEC,1,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4375,BORROWER_4375-2022-12,TAGUM LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,DAVAO ORIENTAL,Davao,SPECIALLY MENTIONED,6.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2557,,CUR,PA,0.00,10000000.00,20098000.00,5000000.00,0.00,5000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4375,BORROWER_4375-2023-12,TAGUM LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,DAVAO ORIENTAL,Davao,SPECIALLY MENTIONED,9.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2557,,CUR,PA,0.00,10000000.00,20098000.00,5000000.00,0.00,4333333.30,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_4375,BORROWER_4375-2024-12,TAGUM LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,DAVAO ORIENTAL,Davao,PASS,9.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2557,,CUR,PA,0.00,10000000.00,20098000.00,5000000.00,0.00,3599999.93,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4375,BORROWER_4375-2025-12,TAGUM LENDING CENTER,SWMLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,DAVAO ORIENTAL,Davao,SPECIALLY MENTIONED,9.5,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,2557,2/4/2025,PDO,NPA,3599999.93,10000000.00,20098000.00,5000000.00,363499.19,3599999.93,2025-12,3,1.8,4.4,58.8488,DEC,1,8.00% - 9.99%
2022,12,13,12/31/2022,1,BORROWER_4376,BORROWER_4376-2022-12,TUGUEGARAO LENDING CENTER,NCLLG,MINING AND QUARRYING,SME Loans - Small,Small,No Program,CAGAYAN,Cagayan Valley,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1096,,CUR,PA,0.00,3000000.00,10683000.00,3000000.00,0.00,2666666.68,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_4376,BORROWER_4376-2023-12,TUGUEGARAO LENDING CENTER,NCLLG,MINING AND QUARRYING,SME Loans - Small,Small,No Program,CAGAYAN,Cagayan Valley,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1096,3/7/2023,PDO,NPA,2291789.41,3000000.00,10683000.00,3000000.00,308668.37,2291789.41,23-Dec,5.54,3.9,3.1,55.5877,DEC,1,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_4376,BORROWER_4376-2024-12,TUGUEGARAO LENDING CENTER,NCLLG,MINING AND QUARRYING,SME Loans - Small,Small,No Program,CAGAYAN,Cagayan Valley,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1096,3/7/2023,PDO,NPA,2291789.41,3000000.00,10683000.00,3000000.00,223942.20,2291789.41,24-Dec,5.3,2.9,3.1,58.448,DEC,1,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_4376,BORROWER_4376-2025-12,TUGUEGARAO LENDING CENTER,NCLLG,MINING AND QUARRYING,SME Loans - Small,Small,No Program,CAGAYAN,Cagayan Valley,PASS,7.5,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1096,3/7/2023,PDO,NPA,2291789.41,3000000.00,10683000.00,3000000.00,223942.20,2291789.41,2025-12,3,1.8,4.4,58.8488,DEC,1,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_4377,BORROWER_4377-2024-12,CEBU (NORTH) LENDING CENTER,VLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to GOCC,Large,Water For Every Resident,CEBU,Central Visayas,PASS,8.6,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,3652,,CUR,PA,0.00,37562000.00,37799000.00,5628000.00,0.00,5628000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_4377,BORROWER_4377-2025-12,CEBU (NORTH) LENDING CENTER,VLG,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Loans to GOCC,Large,Water For Every Resident,CEBU,Central Visayas,PASS,8.6,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,3652,,CUR,PA,0.00,75124000.00,75598000.00,15128000.00,0.00,15128000.00,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
