YEAR_ID,MONTH_ID,SEQ,CUTOFF_DATE,BORROWER_COUNT,BORROWER_CODE_NAME,JOINT,LENDING UNIT,LG,Major Industry,Account/Loan Type,Customer Size,Development Lending Program,Location,Region,Account Class,Interest Rate,Interest Type,Type of Facility,Collateral Type,Collateral Type Description,Source,Loan Term,No. of Days-Loan Term,Past Due Date,Loan Status,Area Code,   NPL   ,   Sum of Sum of Approved Amount   ,   Sum of Sum of Collateral Amount   ,   Sum of Sum of Release Amount   ,   Sum of Sum of Booked Reserves   ,   Sum of Sum of Loan Portfolio   ,MONTH_YEAR,GDP,INFL,UNEMP,USD,Month Name,IS_NPL,Interest Rate Range
2025,12,25,12/31/2025,1,BORROWER_1900,BORROWER_1900-2025-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program-bayanihan Interest Subsidy Fund,SOUTH COTABATO,Soccsksargen,PASS,7.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2192,,CUR,PA,0.00,60552997.34,0.00,58822612.72,0.00,40115118.06,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1901,BORROWER_1901-2019-12,LIPA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,No Program,RIZAL,Calabarzon,CURRENT,5.2,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2842,,CUR,PA,0.00,390000000.00,0.00,124940009.80,0.00,124940009.80,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1901,BORROWER_1901-2020-12,LIPA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,No Program,RIZAL,Calabarzon,CURRENT,5.2,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2842,,CUR,PA,0.00,390000000.00,0.00,124940009.80,0.00,105418133.30,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1901,BORROWER_1901-2021-12,LIPA LENDING CENTER,SLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,No Program,RIZAL,Calabarzon,SPECIALLY MENTIONED,5.2,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2375,,CUR,PA,0.00,130000000.00,0.00,101513758.00,0.00,89800632.02,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1902,BORROWER_1902-2019-12,SME (NCR) DEPARTMENT,SMERMMLG,MINING AND QUARRYING,SME Loans - Medium,Medium,No Program,BULACAN,Central Luzon,CURRENT,5.5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,180,,CUR,PA,0.00,150000000.00,127008000.00,35387000.00,0.00,35387000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1902,BORROWER_1902-2020-12,SME (NCR) DEPARTMENT,SMERMMLG,MINING AND QUARRYING,SME Loans - Medium,Medium,No Program,BULACAN,Central Luzon,CURRENT,5,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,180,,CUR,PA,0.00,195000000.00,127008000.00,36554000.00,0.00,36554000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1902,BORROWER_1902-2021-12,SME (NCR) DEPARTMENT,SMERMMLG,MINING AND QUARRYING,SME Loans - Medium,Medium,No Program,BULACAN,Central Luzon,PASS,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,180,,CUR,PA,0.00,65000000.00,42336000.00,5000000.00,0.00,5000000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1902,BORROWER_1902-2022-12,SME (NCR) DEPARTMENT,SMERMMLG,MINING AND QUARRYING,SME Loans - Medium,Medium,No Program,BULACAN,Central Luzon,PASS,5.8,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,730,,CUR,PA,0.00,19730000.00,23254000.00,19730000.00,0.00,11509166.70,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1902,BORROWER_1902-2023-12,SME (NCR) DEPARTMENT,SMERMMLG,MINING AND QUARRYING,SME Loans - Medium,Medium,No Program,BULACAN,Central Luzon,PASS,5.8,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,730,,CUR,PA,0.00,19730000.00,23254000.00,19730000.00,0.00,1644166.74,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1903,BORROWER_1903-2025-12,CEBU (SOUTH) LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Small,Small,No Program,CEBU,Central Visayas,SUBSTANDARD UNSECURED,5,Variable,REVOLVING CREDIT LINE,Unsecured,(blank),DBP,Short Term,180,8/25/2017,PDO,NPA,5895240.54,24000000.00,0.00,5895240.54,5628994.77,5895240.54,2025-12,3,1.8,4.4,58.8488,DEC,1,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1905,BORROWER_1905-2019-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,CURRENT,4,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,7,,CUR,PA,0.00,113000000.00,46152000.00,22000000.00,0.00,22000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,3.00% - 4.99%
2020,12,5,12/31/2020,1,BORROWER_1905,BORROWER_1905-2020-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,CURRENT,3.2,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,6,,CUR,PA,0.00,120000000.00,46152000.00,40000000.00,0.00,40000000.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,3.00% - 4.99%
2021,12,9,12/31/2021,1,BORROWER_1905,BORROWER_1905-2021-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,PASS,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,3,,CUR,PA,0.00,240000000.00,152508000.00,40000000.00,0.00,40000000.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1905,BORROWER_1905-2022-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,PASS,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,178,,CUR,PA,0.00,55000000.00,38127000.00,5000000.00,0.00,5000000.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1905,BORROWER_1905-2023-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,PASS,8.1,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,13,,CUR,PA,0.00,38000000.00,76254000.00,19000000.00,0.00,19000000.00,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_1905,BORROWER_1905-2024-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,PASS,8,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,30,,CUR,PA,0.00,19000000.00,38127000.00,5000000.00,0.00,5000000.00,24-Dec,5.3,2.9,3.1,58.448,DEC,0,8.00% - 9.99%
2025,12,25,12/31/2025,1,BORROWER_1905,BORROWER_1905-2025-12,TAGBILARAN LENDING CENTER,VLG,CONSTRUCTION,SME Loans - Medium,Medium,Infrastructure Contractor Support Program,BOHOL,Central Visayas,PASS,8,Variable,REVOLVING CREDIT LINE,Unsecured,OTHERS/UNSECURED,DBP,Short Term,10,,CUR,PA,0.00,19000000.00,38127000.00,13490758.23,0.00,13490758.23,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_1906,BORROWER_1906-2019-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,CURRENT,6.8,Fixed,TERM LOAN,Unsecured,(blank),JICA,Long Term,4108,,CUR,PA,0.00,22707000.00,0.00,21025886.74,0.00,19733949.92,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1906,BORROWER_1906-2020-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,CURRENT,4.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,4108,,CUR,PA,0.00,73707000.00,0.00,29816270.74,0.00,27142279.68,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,3.00% - 4.99%
2021,12,9,12/31/2021,1,BORROWER_1906,BORROWER_1906-2021-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,PASS,4.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,4108,,CUR,PA,0.00,226707000.00,0.00,51194595.83,0.00,47042147.09,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,3.00% - 4.99%
2022,12,13,12/31/2022,1,BORROWER_1906,BORROWER_1906-2022-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,PASS,4.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,4108,,CUR,PA,0.00,328707000.00,0.00,64320028.62,0.00,58585994.26,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,3.00% - 4.99%
2023,12,17,12/31/2023,1,BORROWER_1906,BORROWER_1906-2023-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,PASS,5.3,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,4108,,CUR,PA,0.00,429112120.00,0.00,71826526.74,0.00,64400585.24,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_1906,BORROWER_1906-2024-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,PASS,4.8,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,4108,,CUR,PA,0.00,73507640.00,0.00,70768180.09,0.00,58357274.67,24-Dec,5.3,2.9,3.1,58.448,DEC,0,3.00% - 4.99%
2025,12,25,12/31/2025,1,BORROWER_1906,BORROWER_1906-2025-12,CAGAYAN DE ORO LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,Water For Every Resident,MISAMIS ORIENTAL,Northern Mindanao,PASS,6.8,Variable,TERM LOAN,Unsecured,(blank),JICA,Long Term,4292,,CUR,PA,0.00,73507640.00,0.00,70768180.09,0.00,52187715.13,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1907,BORROWER_1907-2019-12,TUGUEGARAO LENDING CENTER,NCLLG,"AGRICULTURE, FORESTRY AND FISHING",SME Loans - Small,Small,No Program,CAGAYAN,Cagayan Valley,DOUBTFUL,8,Fixed,TERM LOAN,Secured,REAL ESTATE,NEDA,Medium Term,1826,7/29/2015,PDO,NPA,0.00,1500000.00,3314000.00,1500000.00,1350000.00,0.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,1,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_1908,BORROWER_1908-2019-12,TACLOBAN LENDING CENTER,VLG,MANUFACTURING,SME Loans - Small,Small,No Program,LEYTE,Eastern Visayas,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Short Term,83,,CUR,PA,0.00,6000000.00,10006800.00,4000000.00,27068.90,2000000.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1909,BORROWER_1909-2019-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,CURRENT,6.6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,3529,,CUR,PA,0.00,726750000.00,0.00,45008526.08,0.00,45008526.08,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1909,BORROWER_1909-2020-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,CURRENT,6.6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,3529,,CUR,PA,0.00,787951426.60,0.00,45805490.24,0.00,45805490.24,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1909,BORROWER_1909-2021-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,PASS,6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2922,,CUR,PA,0.00,190104908.80,0.00,45805490.24,0.00,41034085.04,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1909,BORROWER_1909-2022-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,PASS,6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2922,,CUR,PA,0.00,190104908.80,0.00,45805490.24,0.00,35308398.80,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1909,BORROWER_1909-2023-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,PASS,6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2922,,CUR,PA,0.00,98493928.32,0.00,45805490.24,0.00,29582712.56,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2024,12,21,12/31/2024,1,BORROWER_1909,BORROWER_1909-2024-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,PASS,6,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2922,,CUR,PA,0.00,98493928.32,0.00,45805490.24,0.00,23857026.32,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1909,BORROWER_1909-2025-12,CATBALOGAN LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,LIDP,EASTERN SAMAR,Eastern Visayas,PASS,6.6,Variable,TERM LOAN,Unsecured,(blank),JICA,Long Term,2922,,CUR,PA,0.00,98493928.32,0.00,45805490.24,0.00,18131340.08,2025-12,3,1.8,4.4,58.8488,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_191,BORROWER_191-2019-12,ILOILO LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,GFP,ILOILO,Western Visayas,CURRENT,5.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2556,,CUR,PA,0.00,8035000.00,0.00,7935000.00,0.00,5554500.00,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_191,BORROWER_191-2020-12,ILOILO LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,GFP,ILOILO,Western Visayas,CURRENT,5.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2556,,CUR,PA,0.00,8035000.00,0.00,7935000.00,0.00,3967500.00,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_191,BORROWER_191-2021-12,ILOILO LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,GFP,ILOILO,Western Visayas,PASS,5.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2556,,CUR,PA,0.00,8035000.00,0.00,7935000.00,0.00,2380500.00,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_191,BORROWER_191-2022-12,ILOILO LENDING CENTER,VLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Medium,GFP,ILOILO,Western Visayas,PASS,5.5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,2556,,CUR,PA,0.00,8035000.00,0.00,7935000.00,0.00,793500.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1910,BORROWER_1910-2019-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,CURRENT,7.5,Fixed,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,JICA,Long Term,5479,,CUR,PA,0.00,722184066.00,169160862.00,116663466.00,0.00,99103340.97,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1910,BORROWER_1910-2020-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,CURRENT,7.5,Fixed,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,JICA,Long Term,2922,,CUR,PA,0.00,722184066.00,169160862.00,98267144.54,0.00,98267144.54,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1910,BORROWER_1910-2021-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,PASS,7.5,Fixed,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,JICA,Long Term,2830,,CUR,PA,0.00,722184066.00,169160862.00,96085417.94,0.00,89540238.14,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1910,BORROWER_1910-2022-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,PASS,7.5,Fixed,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,DBP,Long Term,2830,,CUR,PA,0.00,822184066.00,269160862.00,146085417.90,0.00,130813331.70,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1910,BORROWER_1910-2023-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,PASS,8,Variable,TERM LOAN,Secured,OTHERS COLLATERAL,DBP,Long Term,2830,,CUR,PA,0.00,1672184066.00,1119160862.00,196085417.90,0.00,167086425.30,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,8.00% - 9.99%
2024,12,21,12/31/2024,1,BORROWER_1910,BORROWER_1910-2024-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,PASS,7.5,Variable,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,DBP,Long Term,2830,,CUR,PA,0.00,822184066.00,224160862.00,196085417.90,7212398.89,138359518.90,24-Dec,5.3,2.9,3.1,58.448,DEC,0,5.00% - 7.99%
2025,12,25,12/31/2025,1,BORROWER_1910,BORROWER_1910-2025-12,GENERAL SANTOS LENDING CENTER,SWMLG,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Loans to Private Corp - Non Financial,Large,Financing Utilities for Sustainable Energy Development,SULTAN KUDARAT,Soccsksargen,PASS,8.8,Variable,TERM LOAN,Secured,DEPOSIT/DEPOSIT SUBTITUTES,DBP,Medium Term,4838,,CUR,PA,0.00,822184066.00,224160862.00,196085417.90,4802225.56,89632612.54,2025-12,3,1.8,4.4,58.8488,DEC,0,8.00% - 9.99%
2019,12,1,12/31/2019,1,BORROWER_1911,BORROWER_1911-2019-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,LGU FIN PROG,SULTAN KUDARAT,Soccsksargen,CURRENT,6.1,Fixed,TERM LOAN,Secured,MACHINERY & EQUIPMENT,DBP,Long Term,2345,,CUR,PA,0.00,280058615.20,230000000.00,192303393.20,0.00,77180256.11,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
2020,12,5,12/31/2020,1,BORROWER_1911,BORROWER_1911-2020-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,LGU FIN PROG,SULTAN KUDARAT,Soccsksargen,CURRENT,6.1,Fixed,TERM LOAN,Secured,MACHINERY & EQUIPMENT,DBP,Long Term,2345,,CUR,PA,0.00,280058615.20,230000000.00,192303393.20,0.00,52658626.20,20-Dec,-8.2,3.3,8.74,48.0637,DEC,0,5.00% - 7.99%
2021,12,9,12/31/2021,1,BORROWER_1911,BORROWER_1911-2021-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,LGU FIN PROG,SULTAN KUDARAT,Soccsksargen,PASS,6.1,Fixed,TERM LOAN,Secured,MACHINERY & EQUIPMENT,DBP,Long Term,3258,,CUR,PA,0.00,165058615.20,115000000.00,80058615.24,0.00,26187397.32,21-Dec,7.9,3.1,6.6,50.2478,DEC,0,5.00% - 7.99%
2022,12,13,12/31/2022,1,BORROWER_1911,BORROWER_1911-2022-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,LGU FIN PROG,SULTAN KUDARAT,Soccsksargen,PASS,6.1,Fixed,TERM LOAN,Secured,MACHINERY & EQUIPMENT,DBP,Long Term,3258,,CUR,PA,0.00,165058615.20,115000000.00,80058615.24,0.00,17208861.00,22-Dec,7.1,8.1,4.3,55.6839,DEC,0,5.00% - 7.99%
2023,12,17,12/31/2023,1,BORROWER_1911,BORROWER_1911-2023-12,GENERAL SANTOS LENDING CENTER,SWMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,LGU FIN PROG,SULTAN KUDARAT,Soccsksargen,PASS,6.1,Fixed,TERM LOAN,Secured,MACHINERY & EQUIPMENT,DBP,Long Term,3258,,CUR,PA,0.00,165058615.20,115000000.00,80058615.24,0.00,8230324.68,23-Dec,5.54,3.9,3.1,55.5877,DEC,0,5.00% - 7.99%
2019,12,1,12/31/2019,1,BORROWER_1912,BORROWER_1912-2019-12,SME (NCR) DEPARTMENT,SMERMMLG,REAL ESTATE ACTIVITIES,Loans to Individual,Micro,No Program,LAGUNA,Calabarzon,SPECIALLY MENTIONED,14.3,Fixed,TERM LOAN,Secured,REAL ESTATE,DBP,Long Term,7305,,CUR,PA,0.00,150000.00,188315.00,150000.00,955.78,17391.92,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,12.00% - 14.99%
2019,12,1,12/31/2019,1,BORROWER_1915,BORROWER_1915-2019-12,DIGOS LENDING CENTER,SWMLG,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,SME Loans - Medium,Medium,RESPONSE-Strategic Healthcare Investments for Enhanced Lending and Development,DAVAO DEL SUR,Davao,CURRENT,6,Fixed,TERM LOAN,Secured,REAL ESTATE,JICA,Long Term,178,,CUR,PA,0.00,231097426.40,804903700.00,95097426.43,0.00,73468137.26,19-Dec,6.6,2.4,4.59,50.7671,DEC,0,5.00% - 7.99%
