YEAR_ID,MONTH_ID,SEQ,CUTOFF_DATE,BORROWER_COUNT,BORROWER_CODE_NAME,JOINT,LENDING UNIT,LG,Major Industry,Account/Loan Type,Customer Size,Development Lending Program,Location,Region,Account Class,Interest Rate,Interest Type,Type of Facility,Collateral Type,Collateral Type Description,Source,Loan Term,No. of Days-Loan Term,Past Due Date,Loan Status,Area Code, NPL ,Sum of Sum of Approved Amount,Sum of Sum of Collateral Amount,Sum of Sum of Release Amount,Sum of Sum of Booked Reserves,Sum of Sum of Loan Portfolio,Month Name,Interest Rate Range,MONTH_YEAR
2022,3,10,3/31/2022,1,BORROWER_112,BORROWER_112-2022-3,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,SPECIALLY MENTIONED,4,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1582,,CUR,PA,0,4650863706,0,622706283.4,0,441304717,MAR,3.00% - 4.99%,22-Mar
2023,12,17,12/31/2023,1,BORROWER_112,BORROWER_112-2023-12,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2557,,CUR,PA,0,28046046181,0,1630937030,0,1283924811,DEC,5.00% - 7.99%,23-Dec
2023,9,16,9/30/2023,1,BORROWER_112,BORROWER_112-2023-9,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,24303046181,0,1483566958,0,1169230532,SEPT,5.00% - 7.99%,23-Sep
2023,6,15,6/30/2023,1,BORROWER_112,BORROWER_112-2023-6,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,SPECIALLY MENTIONED,5.1,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,2314,,CUR,PA,0,18774046181,0,1326731927,0,1043336255,JUN,5.00% - 7.99%,23-Jun
2023,3,14,3/31/2023,1,BORROWER_112,BORROWER_112-2023-3,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,SPECIALLY MENTIONED,5.1,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,1582,,CUR,PA,0,16123863706,0,1140420341,0,864839657.1,MAR,5.00% - 7.99%,23-Mar
2024,12,21,12/31/2024,1,BORROWER_112,BORROWER_112-2024-12,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,50975046181,0,2422893827,0,1917458990,DEC,5.00% - 7.99%,24-Dec
2024,9,20,9/30/2024,1,BORROWER_112,BORROWER_112-2024-9,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,44975046181,0,2244238388,0,1784723458,SEPT,5.00% - 7.99%,24-Sep
2024,6,19,6/30/2024,1,BORROWER_112,BORROWER_112-2024-6,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.6,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,37775046181,0,2023958239,0,1610363217,JUN,5.00% - 7.99%,24-Jun
2024,3,18,3/31/2024,1,BORROWER_112,BORROWER_112-2024-3,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.5,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,35375046181,0,1880789564,0,1501879929,MAR,5.00% - 7.99%,24-Mar
2025,3,22,3/31/2025,1,BORROWER_112,BORROWER_112-2025-3,SAN FERNANDO LENDING CENTER,NCLLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Assistance for Economic and Social Development for LGUs Financing Program,PAMPANGA,Central Luzon,PASS,6.7,Variable,TERM LOAN,Unsecured,(blank),DBP,Long Term,5478,,CUR,PA,0,60989046181,0,4236283032,0,3682715758,MAR,5.00% - 7.99%,25-Mar
2019,12,1,12/31/2019,1,BORROWER_1120,BORROWER_1120-2019-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,60,,CUR,PA,0,4600000,21708000,3534000,0,3534000,DEC,5.00% - 7.99%,19-Dec
2020,12,5,12/31/2020,1,BORROWER_1120,BORROWER_1120-2020-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,90,,CUR,PA,0,4000000,21708000,3300000,0,3150000,DEC,5.00% - 7.99%,20-Dec
2020,9,4,9/30/2020,1,BORROWER_1120,BORROWER_1120-2020-9,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,90,,CUR,PA,0,4000000,21708000,3300000,0,3300000,SEPT,5.00% - 7.99%,20-Sep
2020,6,3,6/30/2020,1,BORROWER_1120,BORROWER_1120-2020-6,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,59,,CUR,PA,0,4600000,21708000,3300000,0,3300000,JUN,5.00% - 7.99%,20-Jun
2020,3,2,3/31/2020,1,BORROWER_1120,BORROWER_1120-2020-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,60,,CUR,PA,0,4600000,21708000,3400000,0,3400000,MAR,5.00% - 7.99%,20-Mar
2021,12,9,12/31/2021,1,BORROWER_1120,BORROWER_1120-2021-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,PASS,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,NPA,2790000,2400000,12238000,2850000,97904.21,2790000,DEC,5.00% - 7.99%,21-Dec
2021,9,8,9/30/2021,1,BORROWER_1120,BORROWER_1120-2021-9,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,89,8/9/2021,PDO,NPA,2850000,4000000,21708000,3300000,0,2850000,SEPT,5.00% - 7.99%,21-Sep
2021,6,7,6/30/2021,1,BORROWER_1120,BORROWER_1120-2021-6,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,89,,CUR,PA,0,4000000,21708000,3300000,0,2850000,JUN,5.00% - 7.99%,21-Jun
2021,3,6,3/31/2021,1,BORROWER_1120,BORROWER_1120-2021-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,CURRENT,6,Variable,REVOLVING CREDIT LINE,Secured,REAL ESTATE,DBP,Medium Term,90,,CUR,PA,0,4000000,21708000,3300000,0,3000000,MAR,5.00% - 7.99%,21-Mar
2022,12,13,12/31/2022,1,BORROWER_1120,BORROWER_1120-2022-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,2370000,DEC,5.00% - 7.99%,22-Dec
2022,9,12,9/30/2022,1,BORROWER_1120,BORROWER_1120-2022-9,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,PASS,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,504507.3,2520000,SEPT,5.00% - 7.99%,22-Sep
2022,6,11,6/30/2022,1,BORROWER_1120,BORROWER_1120-2022-6,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,PASS,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,NPA,2610000,2400000,12238000,2850000,534184.5,2610000,JUN,5.00% - 7.99%,22-Jun
2022,3,10,3/31/2022,1,BORROWER_1120,BORROWER_1120-2022-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,PASS,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,NPA,2700000,2400000,12238000,2850000,97904.21,2700000,MAR,5.00% - 7.99%,22-Mar
2023,12,17,12/31/2023,1,BORROWER_1120,BORROWER_1120-2023-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,1622500,DEC,5.00% - 7.99%,23-Dec
2023,9,16,9/30/2023,1,BORROWER_1120,BORROWER_1120-2023-9,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,117886.21,1830000,SEPT,5.00% - 7.99%,23-Sep
2023,6,15,6/30/2023,1,BORROWER_1120,BORROWER_1120-2023-6,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,2010000,JUN,5.00% - 7.99%,23-Jun
2023,3,14,3/31/2023,1,BORROWER_1120,BORROWER_1120-2023-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,2190000,MAR,5.00% - 7.99%,23-Mar
2024,12,21,12/31/2024,1,BORROWER_1120,BORROWER_1120-2024-12,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,737500,DEC,5.00% - 7.99%,24-Dec
2024,9,20,9/30/2024,1,BORROWER_1120,BORROWER_1120-2024-9,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,958750,SEPT,5.00% - 7.99%,24-Sep
2024,6,19,6/30/2024,1,BORROWER_1120,BORROWER_1120-2024-6,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,1180000,JUN,5.00% - 7.99%,24-Jun
2024,3,18,3/31/2024,1,BORROWER_1120,BORROWER_1120-2024-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,1401250,MAR,5.00% - 7.99%,24-Mar
2025,3,22,3/31/2025,1,BORROWER_1120,BORROWER_1120-2025-3,GENERAL SANTOS LENDING CENTER,SWMLG,EDUCATION ,SME Loans - Small,Small," DBP Education Sector Support for Knowledge, Wisdom and Empowerment through Lending Assistance (ESKWELA) Progr",MAGUINDANAO,Bangsamoro Autonomous Region In Muslim Mindanao,SPECIALLY MENTIONED,7,Variable,TERM LOAN,Secured,REAL ESTATE,DBP,Medium Term,1461,,CUR,PA,0,2400000,12238000,2850000,0,516250,MAR,5.00% - 7.99%,25-Mar
2019,12,1,12/31/2019,1,BORROWER_1121,BORROWER_1121-2019-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,4702,,CUR,PA,0,1100000000,0,80708300,0,73982608.36,DEC,5.00% - 7.99%,19-Dec
2020,12,5,12/31/2020,1,BORROWER_1121,BORROWER_1121-2020-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3658,,CUR,PA,0,1980000000,0,204568100,0,184973295.6,DEC,5.00% - 7.99%,20-Dec
2020,9,4,9/30/2020,1,BORROWER_1121,BORROWER_1121-2020-9,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3875,,CUR,PA,0,1540000000,0,149519300,0,134548828,SEPT,5.00% - 7.99%,20-Sep
2020,6,3,6/30/2020,1,BORROWER_1121,BORROWER_1121-2020-6,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3875,,CUR,PA,0,1540000000,0,149519300,0,137830506.7,JUN,5.00% - 7.99%,20-Jun
2020,3,2,3/31/2020,1,BORROWER_1121,BORROWER_1121-2020-3,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3875,,CUR,PA,0,1540000000,0,149519300,0,141112185.5,MAR,5.00% - 7.99%,20-Mar
2021,12,9,12/31/2021,1,BORROWER_1121,BORROWER_1121-2021-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5.25,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,2714000000,0,284268707.7,0,245921973.8,DEC,5.00% - 7.99%,21-Dec
2021,9,8,9/30/2021,1,BORROWER_1121,BORROWER_1121-2021-9,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3399,,CUR,PA,0,2200000000,0,209405500,0,175810398.5,SEPT,5.00% - 7.99%,21-Sep
2021,6,7,6/30/2021,1,BORROWER_1121,BORROWER_1121-2021-6,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3658,,CUR,PA,0,1980000000,0,204568100,0,175724630.9,JUN,5.00% - 7.99%,21-Jun
2021,3,6,3/31/2021,1,BORROWER_1121,BORROWER_1121-2021-3,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,CURRENT,5.25,Variable,TERM LOAN,Unsecured,(blank),KFW,Long Term,3658,,CUR,PA,0,1980000000,0,204568100,0,180348963.3,MAR,5.00% - 7.99%,21-Mar
2022,12,13,12/31/2022,1,BORROWER_1121,BORROWER_1121-2022-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,306575919.7,DEC,5.00% - 7.99%,22-Dec
2022,9,12,9/30/2022,1,BORROWER_1121,BORROWER_1121-2022-9,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3240000000,0,349809608.7,0,296464244.4,SEPT,5.00% - 7.99%,22-Sep
2022,6,11,6/30/2022,1,BORROWER_1121,BORROWER_1121-2022-6,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3155000000,0,341523218.7,0,293177397.9,JUN,5.00% - 7.99%,22-Jun
2022,3,10,3/31/2022,1,BORROWER_1121,BORROWER_1121-2022-3,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3008000000,0,334849655.7,0,291503378.3,MAR,5.00% - 7.99%,22-Mar
2023,12,17,12/31/2023,1,BORROWER_1121,BORROWER_1121-2023-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,280205981.6,DEC,5.00% - 7.99%,23-Dec
2023,9,16,9/30/2023,1,BORROWER_1121,BORROWER_1121-2023-9,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,290753956.9,SEPT,5.00% - 7.99%,23-Sep
2023,6,15,6/30/2023,1,BORROWER_1121,BORROWER_1121-2023-6,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,296027944.5,JUN,5.00% - 7.99%,23-Jun
2023,3,14,3/31/2023,1,BORROWER_1121,BORROWER_1121-2023-3,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,301301932.1,MAR,5.00% - 7.99%,23-Mar
2024,12,21,12/31/2024,1,BORROWER_1121,BORROWER_1121-2024-12,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,264384018.8,DEC,5.00% - 7.99%,24-Dec
2024,9,20,9/30/2024,1,BORROWER_1121,BORROWER_1121-2024-9,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,269658006.4,SEPT,5.00% - 7.99%,24-Sep
2024,6,19,6/30/2024,1,BORROWER_1121,BORROWER_1121-2024-6,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,274684566.6,JUN,5.00% - 7.99%,24-Jun
2024,3,18,3/31/2024,1,BORROWER_1121,BORROWER_1121-2024-3,BUTUAN LENDING CENTER,NMLG,PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,Loans to LGU,Large,Connecting Rural Urban Intermodal Systems Efficiently,SURIGAO DEL NORTE,Caraga,PASS,5,Fixed,TERM LOAN,Unsecured,(blank),DBP,Long Term,5479,,CUR,PA,0,3387000000,0,364920827.6,0,280205981.6,MAR,5.00% - 7.99%,24-Mar
